company,school_1,alumnicount_1,school_2,alumnicount_2,school_3,alumnicount_3,school_4,alumnicount_4,school_5,alumnicount_5,school_6,alumnicount_6,school_7,alumnicount_7,school_8,alumnicount_8,school_9,alumnicount_9,school_10,alumnicount_10,school_11,alumnicount_11,school_12,alumnicount_12,school_13,alumnicount_13,school_14,alumnicount_14,school_15,alumnicount_15,id
Molina Healthcare,university of phoenix,241.0,california state university long beach,164.0,western governors university,161.0,the ohio state university,81.0,southern new hampshire university,78.0,capella university,78.0,grand canyon university,73.0,long beach city college,68.0,arizona state university,68.0,california state university fullerton,66.0,university of southern california,65.0,university of louisville,64.0,uc irvine,56.0,wayne state university,54.0,ohio university,54.0,339
Molson Coors Beverage Company,university of wisconsinmilwaukee,248.0,university of wisconsinmadison,137.0,marquette university,128.0,university of wisconsinwhitewater,95.0,colorado state university,68.0,university of phoenix,51.0,university of illinois urbanachampaign,50.0,university of colorado boulder,50.0,milwaukee area technical college,49.0,red rocks community college,47.0,miami university,47.0,cardinal stritch university,46.0,colorado technical university,43.0,university of derby,41.0,depaul university,41.0,340
Mondelez International,tecnologico de monterrey,332.0,fgv fundacao getulio vargas,240.0,universidade federal do parana,207.0,university of buenos aires,200.0,pontificia universidade catolica do parana,174.0,universidad nacional autonoma de mexico,163.0,sgh warsaw school of economics,152.0,university of mumbai,151.0,the institute of chartered accountants of india,119.0,universidade positivo,111.0,usp universidade de sao paulo,104.0,espm escola superior de propaganda e marketing,97.0,indian institute of management mumbai,90.0,delhi university,69.0,universidade estadual de campinas,66.0,341
Monolithic Power Systems,university of electronic science and technology of china,28.0,san jose state university,27.0,universitat politecnica de catalunya,27.0,zhejiang university,24.0,california polytechnic state universitysan luis obispo,23.0,national taiwan university of science and technology,21.0,upc etsetb telecombcn,20.0,virginia tech,19.0,national chiao tung university,14.0,national taiwan university,14.0,xian jiaotong university,13.0,santa clara university,12.0,national cheng kung university,12.0,national tsing hua university,12.0,university of washington,11.0,342
Monster Beverage,california state university fullerton,61.0,university of california riverside,53.0,california state polytechnic universitypomona,51.0,california state universitysan bernardino,42.0,university of phoenix,33.0,san diego state university,32.0,riverside city college,31.0,uc irvine,28.0,university of southern california,27.0,arizona state university,26.0,california state university long beach,26.0,fgv fundacao getulio vargas,24.0,mt san antonio college,22.0,university of arkansas,19.0,texas state university,14.0,343
Moody's Corporation,universidad de costa rica ucr,195.0,delhi university,181.0,new york university,159.0,baruch college,148.0,nyu stern school of business,139.0,the london school of economics and political science lse,134.0,columbia university,124.0,cornell university,104.0,national university of singapore,97.0,rutgers university,89.0,university of california berkeley,85.0,universita bocconi,83.0,penn state university,71.0,tecnologico de costa rica,68.0,guru gobind singh indraprastha university,58.0,344
Morgan Stanley,university of mumbai,1575.0,new york university,757.0,the institute of chartered accountants of india,682.0,the london school of economics and political science lse,680.0,columbia university,658.0,nyu stern school of business,651.0,the wharton school,532.0,cornell university,529.0,harvard university,356.0,columbia business school,348.0,university of pennsylvania,332.0,universita bocconi,286.0,svkms narsee monjee institute of management studies nmims,220.0,birla institute of technology and science pilani,211.0,hec paris,156.0,345
Mosaic Company (The),university of south florida,197.0,university of regina,94.0,university of saskatchewan,90.0,universidade de uberaba,84.0,fgv fundacao getulio vargas,80.0,university of florida,71.0,saskatchewan polytechnic,68.0,centro federal de educacao tecnologica de minas gerais,58.0,polk state college,41.0,hillsborough community college,35.0,university of central florida,24.0,puc minas,24.0,mba uspesalq,22.0,columbia southern university,20.0,unicesumar,19.0,346
Motorola Solutions,agh university of krakow,594.0,jagiellonian university,338.0,university of illinois urbanachampaign,333.0,krakow university of economics,272.0,university of illinois chicago,186.0,northern illinois university,183.0,universiti sains malaysia,177.0,illinois institute of technology,176.0,politechnika krakowska im tadeusza kosciuszki,163.0,depaul university,141.0,university of phoenix,131.0,purdue university,105.0,the university of british columbia,105.0,simon fraser university,98.0,university of florida,92.0,347
MSCI,university of mumbai,260.0,tecnologico de monterrey,237.0,universidad autonoma de nuevo leon,113.0,universidad de monterrey,95.0,eotvos lorand university,94.0,corvinus university of budapest,94.0,budapest university of technology and economics,82.0,university of the philippines,71.0,de la salle university,62.0,savitribai phule pune university,58.0,bhartiya vidya bhavans sardar patel institute of technology munshi nagar andheri mumbai,54.0,the institute of chartered accountants of india,54.0,cfa institute,50.0,psg college of arts and science,49.0,svkms narsee monjee institute of management studies nmims,49.0,348
"Nasdaq, Inc.",memorial university newfoundland and labrador,228.0,vilniaus universitetas vilnius university,176.0,stockholm university,173.0,kth royal institute of technology,170.0,umea university,104.0,university of mumbai,95.0,uppsala university,73.0,vilnius tech vilnius gediminas technical university,60.0,baruch college,42.0,university of santo tomas,41.0,new york university,41.0,polytechnic university of the philippines,39.0,the wharton school,39.0,linkoping university,37.0,ism university of management and economics,37.0,349
NetApp,north carolina state university,312.0,wichita state university,222.0,san jose state university,187.0,visvesvaraya technological university,148.0,vellore institute of technology,143.0,bangalore university,99.0,wake technical community college,98.0,birla institute of technology and science pilani,91.0,jawaharlal nehru technological university,78.0,university of north carolina at chapel hill,77.0,university of phoenix,67.0,university of colorado boulder,58.0,east carolina university,55.0,munster technological university,54.0,penn state university,53.0,350
Netflix,university of southern california,465.0,ucla,435.0,new york university,271.0,university of california berkeley,267.0,stanford university,195.0,california state university northridge,161.0,san jose state university,147.0,uc san diego,141.0,the university of texas at austin,132.0,georgia institute of technology,119.0,carnegie mellon university,118.0,uc irvine,118.0,boston university,112.0,columbia university,103.0,cornell university,96.0,351
Newmont,kwame nkrumah university of science and technology kumasi,302.0,curtin university,164.0,university of mines and technology tarkwa,141.0,universidad nacional de cajamarca,117.0,the university of british columbia,116.0,the university of western australia,104.0,universidad privada del norte,99.0,pontificia universidad catolica del peru,91.0,university of ghana,89.0,the university of queensland,83.0,unsw,71.0,monash university,62.0,british columbia institute of technology,59.0,university of energy and natural resources,56.0,rmit university,54.0,352
